H,e,a,q,i,om,w,ma,ad,n,per,moid,albedo
16.85,0.1138,2.608,2.311,14.11,147.49,349.81,328.78,2.9,0.2341,1540,1.33,0.150032532
16.9,0.2302,3.155,2.429,17.57,183.72,146.01,358.39,3.88,0.1758,2050,1.44,0.132669538
17.68,0.1366,2.409,2.08,4.28,188.15,60.01,351.11,2.74,0.2636,1370,1.07,0.141796652
15.68,0.0327,3.033,2.934,11.24,105.2,21.19,45.61,3.13,0.1866,1930,1.95,0.147936319
18.16,0.0694,2.739,2.549,3.39,125.57,125.68,94.16,2.93,0.2174,1660,1.54,0.128308081
16.77,0.1033,2.618,2.348,9.09,256.48,45.81,299.85,2.89,0.2326,1550,1.34,0.140601849
17.52,0.111,2.956,2.628,2.55,268.34,149.72,337.58,3.28,0.1939,1860,1.64,0.140607607
17.87,0.0403,2.772,2.66,5.91,4.82,357.89,349.65,2.88,0.2136,1690,1.66,0.141812052
17.5,0.1263,2.701,2.36,12.88,174.82,288.71,239.79,3.04,0.222,1620,1.41,0.141235168
15.95,0.1344,3.077,2.664,13.46,71.94,43.87,112.63,3.49,0.1826,1970,1.7,0.132165091
17.77,0.0681,2.194,2.045,5.5,84.68,59.77,38.13,2.34,0.3033,1190,1.06,0.156762408
16.66,0.1864,3.189,2.595,7.8,163.69,221.67,332.59,3.78,0.1731,2080,1.6,0.142735886
17.2,0.1622,2.607,2.185,11.25,229.85,92.86,262.02,3.03,0.2341,1540,1.21,0.147836582
17.89,0.194,2.443,1.969,2.04,125.65,245.46,301.11,2.92,0.2582,1390,0.97,0.15106606
17.28,0.0222,2.778,2.717,12.83,53.11,349.6,239.85,2.84,0.2128,1690,1.73,0.154517279
17.6,0.1558,3.072,2.593,15.57,349.81,134.75,200.42,3.55,0.1831,1970,1.63,0.123621143
16.34,0.2537,2.684,2.003,12.03,198.95,77.52,131.44,3.37,0.2241,1610,1.03,0.129310655
17.2,0.0293,2.737,2.657,5.34,222.75,125.35,36.49,2.82,0.2176,1650,1.66,0.158356332
17.8,0.274,2.659,1.931,12.64,250.47,133.76,162,3.39,0.2273,1580,0.959,0.144109152
17.5,0.0146,2.883,2.841,2.95,101.47,154.71,73.3,2.93,0.2013,1790,1.83,0.146837659
17.85,0.289,2.651,1.885,13.25,358.37,41.53,28.91,3.42,0.2284,1580,0.912,0.143433213
18.02,0.1991,2.265,1.814,3.7,46.51,39.14,213.73,2.72,0.2892,1240,0.832,0.137409393
17.18,0.1393,2.622,2.257,5.65,29.07,202.54,153.64,2.99,0.2322,1550,1.25,0.144551771
15.5,0.1544,2.533,2.142,13.62,228.82,181.27,32.86,2.92,0.2445,1470,1.15,0.120706723
17.98,0.1909,2.343,1.895,1.06,3.32,33.25,158.28,2.79,0.2749,1310,0.903,0.161553621
16.75,0.055,2.555,2.414,9.67,104.81,86.06,32.88,2.7,0.2413,1490,1.44,0.154020086
18.7,0.1831,2.569,2.099,9.6,49.56,289.12,61.26,3.04,0.2393,1500,1.12,0.14397623
17.84,0.1471,2.323,1.982,5,278.13,72.13,341.27,2.67,0.2783,1290,0.983,0.137897516
19.09,0.1556,2.336,1.972,2.1,341.39,335.92,97.44,2.7,0.2761,1300,0.96,0.146045616
16.36,0.319,2.643,1.8,12.35,55.79,292.04,281.35,3.49,0.2294,1570,0.838,0.147084101
16.86,0.3438,2.689,1.764,16.52,125.86,204.67,288.61,3.61,0.2236,1610,0.765,0.124866573
17.31,0.1334,2.247,1.947,4.08,61.19,186.23,135.74,2.55,0.2927,1230,0.934,0.135951047
18.18,0.1239,2.394,2.097,4.54,315.98,57.21,353.8,2.69,0.2661,1350,1.1,0.130119592
20.01,0.0571,1.586,1.496,26.83,319.76,185.04,348.25,1.68,0.4933,730,0.509,0.139199003
18.67,0.0134,1.972,1.946,23.75,67.94,91.63,243.06,2,0.3558,1010,0.958,0.144269586
18.9,0.2129,2.184,1.719,2.48,156.41,162.94,253.41,2.65,0.3054,1180,0.707,0.136002784
17.2,0.0576,3.165,2.983,17.04,76.37,159.81,104.47,3.35,0.1751,2060,1.97,0.147650108
18.7,0.2178,2.77,2.167,7.7,194.92,207.14,325.6,3.37,0.2137,1680,1.18,0.122691966
16.33,0.1205,2.362,2.077,5,303.01,263.01,355.27,2.65,0.2716,1330,1.08,0.149291794
17.61,0.1144,2.53,2.241,1.06,63.21,43.03,170.1,2.82,0.2449,1470,1.26,0.146393803
17.3,0.1239,2.872,2.516,3.32,33.57,331.4,319.72,3.23,0.2025,1780,1.52,0.128168271
17.6,0.1241,2.614,2.289,14.5,106.48,119,241.16,2.94,0.2332,1540,1.32,0.120156228
16.4,0.0555,3.417,3.227,11.66,358.22,282.92,186.04,3.61,0.156,2310,2.24,0.153523413
14.51,0.0081,5.145,5.104,8.82,111.18,45.58,234.11,5.19,0.08445,4260,4.12,0.150265175
17.28,0.2386,2.697,2.053,10.89,244.82,229.64,273.01,3.34,0.2225,1620,1.09,0.149130169
16.48,0.1564,3.183,2.685,4.71,10.36,92.4,188.93,3.68,0.1736,2070,1.71,0.141107473
17.34,0.2042,2.565,2.041,14.96,125.73,205.94,39.65,3.09,0.24,1500,1.04,0.154625625
16.75,0.1383,3.12,2.688,1.61,52.62,27.2,133.57,3.55,0.1789,2010,1.7,0.155191129
25.2,0.3766,1.704,1.062,0.75,221.93,48.91,220.15,2.35,0.4432,812,0.0481,0.143785374
17.66,0.1861,2.756,2.243,5.02,66.65,56.26,330.11,3.27,0.2154,1670,1.26,0.14051488
18.1,0.1701,2.448,2.031,3.53,88.03,198.39,218.06,2.86,0.2574,1400,1.02,0.138823126
19.22,0.0777,1.944,1.793,23.34,81.04,53.32,291.86,2.09,0.3637,990,0.849,0.138764034
14.9,0.0906,5.204,4.732,2.57,215.76,180.97,245.57,5.68,0.08303,4340,3.74,0.147366528
16.85,0.1201,2.579,2.269,3.44,314.08,309.17,235.94,2.89,0.238,1510,1.26,0.142874083
17.25,0.1997,2.59,2.073,9.73,167.61,240.23,341.27,3.11,0.2365,1520,1.1,0.145342846
17.2,0.1512,3.133,2.659,13.7,338.11,36.92,98.45,3.61,0.1778,2030,1.67,0.137636957
17.3,0.0577,2.791,2.63,5.1,144.01,275.35,68.27,2.95,0.2114,1700,1.65,0.14124897
15.87,0.1344,2.602,2.252,9.78,63.27,285.35,102.81,2.95,0.2349,1530,1.27,0.165269593
17.19,0.1822,2.442,1.997,1.9,135.29,182.06,152.42,2.89,0.2583,1390,0.985,0.136475384
16.67,0.0616,3.153,2.959,11.01,54.46,75.82,296.49,3.35,0.176,2040,2,0.156133929
17.7,0.275,2.658,1.927,7.31,110.98,200.28,323.12,3.39,0.2274,1580,0.916,0.154117239
14.51,0.2161,2.677,2.099,13.97,73.49,271.96,292.64,3.26,0.225,1600,1.15,0.116722915
18.68,0.1292,2.545,2.216,30.46,286.67,197.19,178.26,2.87,0.2428,1480,1.24,0.129296458
18.2,0.118,2.217,1.955,6.33,260.58,358.46,234.72,2.48,0.2986,1210,0.941,0.139257592
17.3,0.1276,3.156,2.753,2.47,114.78,125.68,108.09,3.56,0.1758,2050,1.74,0.14030837
16.97,0.1372,2.995,2.584,9.52,147.95,285.05,7.86,3.41,0.1902,1890,1.62,0.166813022
16.95,0.0908,2.931,2.665,2.6,25.73,292.75,185.54,3.2,0.1964,1830,1.65,0.134819554
16.6,0.0961,2.837,2.564,14.79,137.34,152.4,184.21,3.11,0.2062,1750,1.56,0.144249543
14.7,0.0825,5.264,4.83,32.43,103.93,22.72,277.66,5.7,0.0816,4410,3.86,0.137383439
17.3,0.0961,2.685,2.427,9.75,74.09,204.76,74.62,2.94,0.224,1610,1.42,0.15492981
17.53,0.2881,3.069,2.185,7.21,35.05,31.85,157.02,3.95,0.1833,1960,1.2,0.134487022
18.44,0.174,2.55,2.107,16.14,186.98,105.94,251.54,2.99,0.242,1490,1.16,0.131197741
17.9,0.1535,2.728,2.309,14.37,73.45,331.27,166.58,3.15,0.2187,1650,1.33,0.141701821
18.1,0.224,2.715,2.107,9.46,49.03,312.28,114.49,3.32,0.2203,1630,1.12,0.163857973
15.5,0.0549,2.695,2.547,5.97,14.2,11.07,338.32,2.84,0.2228,1620,1.55,0.141311367
15.33,0.1201,2.359,2.076,5.69,290.96,96.48,62.2,2.64,0.272,1320,1.09,0.132921576
18.23,0.1121,2.192,1.946,5.03,284.81,212.08,308.87,2.44,0.3037,1190,0.962,0.133482504
19.4,0.198,2.375,1.905,2.12,112.24,268.12,218.86,2.84,0.2693,1340,0.909,0.15124374
17,0.2189,3.167,2.474,8.42,199.33,124.11,174.74,3.86,0.1749,2060,1.47,0.1551283
19.63,0.281,2.388,1.717,12.51,45.54,314.47,130.88,3.06,0.267,1350,0.741,0.135100242
17.17,0.2114,2.445,1.928,1.81,317.14,38.19,295.58,2.96,0.2577,1400,0.925,0.145203433
15.37,0.073,2.734,2.534,10.26,103.3,135,85.23,2.93,0.218,1650,1.53,0.133916486
17.09,0.0338,3.071,2.967,3.19,48.93,157.58,53.53,3.17,0.1831,1970,1.96,0.140950408
17.53,0.1342,2.415,2.09,1.7,132.37,6.98,298.72,2.74,0.2627,1370,1.1,0.149540683
16.63,0.0875,2.585,2.359,15.99,104.04,176.96,227.62,2.81,0.2371,1520,1.34,0.157281196
18.1,0.1295,2.537,2.208,11.14,291.87,177.97,3.54,2.87,0.2439,1480,1.23,0.134613268
17.51,0.1597,2.429,2.041,5.14,150.7,286.01,277.72,2.82,0.2604,1380,1.06,0.14062064
18.24,0.1681,2.62,2.18,10.85,253.5,236.36,88.1,3.06,0.2324,1550,1.22,0.1319559
18.8,0.0763,1.9,1.755,20.35,352.81,86.66,247.88,2.04,0.3765,956,0.848,0.151471196
16.32,0.0368,2.333,2.247,8.03,103.44,49.84,326.39,2.42,0.2766,1300,1.27,0.136969597
20.1,0.2032,2.21,1.761,5.8,324.97,66.45,244.8,2.66,0.3,1200,0.776,0.122314456
19.9,0.4462,2.724,1.508,5.57,297.49,121.23,12.59,3.94,0.2192,1640,0.531,0.151964386
18.7,0.0498,1.955,1.858,17.53,311.58,345.67,24.47,2.05,0.3605,999,0.846,0.153901603
17.6,0.3885,3.004,1.837,10.04,86,298.67,170.76,4.17,0.1893,1900,0.867,0.145730607
16.03,0.0556,2.995,2.829,10.04,25.06,65.78,57.33,3.16,0.1901,1890,1.86,0.161983842
16.34,0.0857,2.397,2.192,6.78,47.36,50.52,207.95,2.6,0.2656,1360,1.22,0.137528443
18.72,0.1467,2.388,2.038,1.17,172.33,71.68,260.87,2.74,0.2671,1350,1.03,0.144819213
19.4,0.2302,2.327,1.791,1.69,356.4,37.1,20.11,2.86,0.2776,1300,0.798,0.124357585
17.04,0.1859,2.242,1.825,1.71,16.07,14.26,192.83,2.66,0.2937,1230,0.831,0.135748661
17.4,0.0472,2.716,2.588,7.03,119.91,229.57,108.91,2.84,0.2202,1630,1.59,0.135077888
17.96,0.2378,2.702,2.06,12.6,135.98,90.09,70.2,3.34,0.2219,1620,1.1,0.139827856
16.6,0.2744,2.566,1.862,5.02,36.54,26.7,67.54,3.27,0.2398,1500,0.876,0.144531726
18,0.1359,2.579,2.229,9.79,59.67,206.8,267.06,2.93,0.2379,1510,1.22,0.139173125
16.63,0.1136,3.101,2.749,7.69,308.42,48.66,30.09,3.45,0.1805,1990,1.75,0.139155556
17,0.0432,2.754,2.635,5.61,333.21,306.15,113.58,2.87,0.2157,1670,1.62,0.14022134
32.95,0.1438,0.9472,0.811,5.29,118.14,113.16,295.7,1.08,1.069,337,0.000277,0.13806257
19.7,0.3864,2.609,1.601,7.34,141.44,226.97,98.77,3.62,0.2339,1540,0.611,0.12064216
16.33,0.0376,3.135,3.017,5.06,97.07,202.62,120.96,3.25,0.1776,2030,2,0.123004455
18.53,0.1152,2.533,2.241,2.85,88.63,321.87,357.64,2.83,0.2445,1470,1.25,0.145613442
17.43,0.1643,2.846,2.379,16.29,110.69,229.61,341.9,3.31,0.2052,1750,1.4,0.132143197
18.71,0.1282,2.543,2.217,15.93,70.36,308.86,46.13,2.87,0.243,1480,1.26,0.150150351
16.4,0.1389,2.67,2.299,13.31,43.05,233.45,235.51,3.04,0.226,1590,1.31,0.121330844
16.32,0.1357,2.603,2.25,3.2,285.67,192.01,130.84,2.96,0.2347,1530,1.27,0.117260482
17.3,0.1606,2.662,2.235,2.79,163.85,81.96,243.88,3.09,0.2269,1590,1.22,0.134738537
17.8,0.1044,2.296,2.056,6.56,261.5,109.58,127.44,2.54,0.2833,1270,1.07,0.134581199
19.25,0.202,2.235,1.784,5.43,187.89,165.93,66.14,2.69,0.2949,1220,0.78,0.132670825
17.7,0.1076,2.559,2.284,15.75,299.45,307.8,253.3,2.83,0.2407,1500,1.3,0.143998564
17.5,0.0432,2.723,2.605,5.44,136.01,6.07,187.55,2.84,0.2194,1640,1.62,0.141384704
17.39,0.2054,2.624,2.085,11.8,36.76,294.57,337.84,3.16,0.2318,1550,1.11,0.151300005
16.25,0.1159,3.038,2.686,10.92,181.09,98.07,206.62,3.39,0.1862,1930,1.7,0.13418711
19.86,0.1877,2.266,1.841,2.47,199.26,135.71,48.11,2.69,0.2889,1250,0.833,0.150152399
17.1,0.1402,3.063,2.634,5.99,60.43,349.16,101.52,3.49,0.1839,1960,1.64,0.1440773
15.71,0.2987,3.112,2.182,14.35,325.17,71.65,4.89,4.04,0.1796,2000,1.24,0.141565519
16.4,0.2229,2.582,2.006,3.19,138.6,186.8,115.5,3.16,0.2376,1520,0.995,0.139210634
18.97,0.105,1.943,1.739,17.88,271.52,91.24,60.13,2.15,0.364,989,0.832,0.140537293
19.3,0.4082,2.96,1.752,12.22,128,331.31,78.12,4.17,0.1935,1860,0.779,0.138815358
14.4,0.194,2.654,2.139,14.59,190.23,94.32,2.74,3.17,0.228,1580,1.18,0.1452225
18.2,0.1799,2.22,1.821,3.96,2.29,323.63,299.67,2.62,0.2979,1210,0.812,0.143793281
16.97,0.0439,3.205,3.065,7.72,5.76,97.71,130.57,3.35,0.1718,2100,2.09,0.120036538
18.3,0.2116,2.342,1.846,1.66,238.67,59.99,133.34,2.84,0.275,1310,0.832,0.136471674
17.8,0.2187,2.568,2.006,4.84,38.92,301.59,176.87,3.13,0.2395,1500,1,0.147729329
14.36,0.0723,5.259,4.879,19.6,283.25,172.9,315.8,5.64,0.08171,4410,3.9,0.129330797
17.8,0.1268,2.34,2.043,10.82,89.61,192.21,308.76,2.64,0.2753,1310,1.03,0.137261304
18.3,0.043,1.918,1.836,25.28,121.9,19.05,359.15,2,0.371,970,0.855,0.126340461
16.7,0.0513,3.208,3.044,8.1,291.84,330.35,291.31,3.37,0.1715,2100,2.03,0.157997844
16.33,0.079,2.548,2.346,8.75,51.44,254.68,39.65,2.75,0.2424,1490,1.35,0.16315941
18.38,0.4743,1.154,0.607,4.15,336.95,168.65,161.24,1.7,0.795,453,0.0659,0.148395719
21.7,0.7115,2.124,0.613,8.87,297.13,344.4,19.95,3.63,0.3185,1130,0.144,0.136291342
17.6,0.041,2.764,2.651,1.91,120.93,322.6,18.77,2.88,0.2145,1680,1.67,0.140359588
17.8,0.1022,2.341,2.102,6.76,102.07,301.91,256.3,2.58,0.2751,1310,1.12,0.119703442
14.28,0.2346,3.981,3.047,14.99,334.82,6.91,202.23,4.92,0.1241,2900,2.04,0.141026838
17.03,0.2028,2.676,2.133,7.78,143.48,286.64,47.81,3.22,0.2252,1600,1.16,0.138913505
18.8,0.1732,2.26,1.868,4.76,188.23,180.07,24.94,2.65,0.2902,1240,0.868,0.150232822
17.51,0.1751,2.792,2.304,9.24,120.05,153.55,108.1,3.28,0.2112,1700,1.29,0.151026924
14.66,0.0549,2.986,2.822,8.48,299.27,344.93,186.23,3.15,0.191,1880,1.81,0.149176907
21.1,0.6204,2.246,0.853,14.42,153.73,56.5,300.67,3.64,0.2928,1230,0.0215,0.145401531
16.5,0.0411,3.156,3.026,8.16,249.29,341.02,221.63,3.29,0.1758,2050,2.02,0.133197059
18.1,0.0561,2.776,2.62,5.15,46.81,6.54,311.25,2.93,0.2131,1690,1.63,0.139569678
16.84,0.0651,2.883,2.695,6.93,153.2,178.06,137.39,3.07,0.2014,1790,1.69,0.135647556
17.68,0.0792,2.548,2.346,15.01,0.39,10.07,355.08,2.75,0.2423,1490,1.35,0.141711239
15.93,0.0993,2.976,2.681,9.26,301.37,77.88,86.25,3.27,0.192,1880,1.7,0.142607234
17.63,0.0905,3.162,2.876,8.76,356.28,7.73,13.26,3.45,0.1753,2050,1.87,0.156331203
17.9,0.1425,2.873,2.464,14.72,150.16,263.68,141.01,3.28,0.2023,1780,1.53,0.138359901
18.6,0.1838,2.587,2.112,6.57,327.74,95.14,169.16,3.06,0.2368,1520,1.14,0.137610602
17.2,0.1183,2.387,2.105,11.59,299.32,198.88,151.59,2.67,0.2672,1350,1.12,0.137880787
15.74,0.1494,3.337,2.838,7,328.82,138.94,261.13,3.84,0.1617,2230,1.86,0.140830898
17.26,0.2059,2.427,1.927,2.47,21.01,286.29,68.62,2.93,0.2607,1380,0.915,0.142228797
19.9,0.1451,1.614,1.38,24.58,191.18,345.88,358.86,1.85,0.4808,749,0.386,0.130495543
17.43,0.1503,2.868,2.437,16.53,341.3,56.71,7.74,3.3,0.2029,1770,1.48,0.138781915
18.25,0.0533,1.875,1.775,23.35,104.37,191.62,95.43,1.97,0.3839,938,0.761,0.154966172
14.93,0.1591,3.093,2.601,16.92,343.15,309.34,303.9,3.58,0.1812,1990,1.62,0.124001209
18.5,0.2614,3.133,2.314,8.73,155.06,161.32,100.03,3.95,0.1778,2030,1.3,0.148015356
17.84,0.2032,3.135,2.498,10.92,137.41,140.01,149.87,3.77,0.1776,2030,1.49,0.135287212
18.3,0.2642,2.325,1.711,8.78,295.6,60.08,145.51,2.94,0.2781,1290,0.726,0.14047221
16.18,0.0798,3.05,2.806,12.17,166.81,353.77,216.66,3.29,0.1851,1950,1.82,0.148361944
16.2,0.1343,3.201,2.771,20.85,123.45,10.73,353.67,3.63,0.1721,2090,1.79,0.138724465
27.1,0.2189,1.324,1.034,3.98,124.85,167.46,359.53,1.61,0.6472,556,0.0218,0.149126752
17.92,0.1624,2.361,1.978,2.31,101.33,162.76,164.05,2.74,0.2717,1330,0.963,0.161699315
17.86,0.1064,2.676,2.392,1.75,237.06,142.79,113.8,2.96,0.2251,1600,1.39,0.123907096
18.2,0.223,2.653,2.061,13.8,4.06,148.1,131.32,3.24,0.2281,1580,1.08,0.136914072
16.7,0.0872,3.11,2.839,10.4,106.35,269.29,60.8,3.38,0.1797,2000,1.87,0.135771848
15.82,0.0252,3.06,2.983,10.67,121.62,137.86,253.64,3.14,0.1842,1950,1.98,0.144147885
17.8,0.1143,2.353,2.084,7.8,165.83,314.45,96.1,2.62,0.2731,1320,1.11,0.143948698
18.7,0.2243,2.402,1.864,3.24,51.93,290.82,298.97,2.94,0.2647,1360,0.859,0.140781574
16.5,0.1184,3.07,2.706,9.86,65,256.55,109.13,3.43,0.1833,1960,1.72,0.137876889
15.92,0.2497,2.726,2.045,2.61,301.41,125.2,66.45,3.41,0.219,1640,1.06,0.126166369
16.9,0.1427,2.961,2.538,11.33,251.3,85.62,309.67,3.38,0.1935,1860,1.56,0.134190012
17,0.1064,3.114,2.783,12.45,200.87,40.87,196.61,3.45,0.1793,2010,1.79,0.153019027
19.1,0.2215,2.359,1.836,25.94,57.3,353.69,294.41,2.88,0.2721,1320,0.849,0.125687015
18.7,0.218,2.421,1.893,4.59,56.23,10.13,96.45,2.95,0.2616,1380,0.907,0.154459241
17.23,0.0781,2.896,2.67,1.03,333.11,82.82,257.96,3.12,0.2,1800,1.68,0.147772148
16.55,0.0759,2.259,2.088,4.33,100.71,251.44,333.82,2.43,0.2903,1240,1.09,0.134553542
17.1,0.0555,2.674,2.525,4.31,63.34,242.16,225.98,2.82,0.2254,1600,1.51,0.137662967
17.3,0.1372,2.878,2.483,12.34,279.63,188.43,36.41,3.27,0.2019,1780,1.5,0.122273935
19.7,0.1081,1.856,1.656,22.12,121.79,246.74,7.49,2.06,0.3897,924,0.717,0.120100604
16.67,0.1239,2.997,2.626,8.96,80.93,129.16,142.17,3.37,0.1899,1900,1.63,0.148293316
16.02,0.026,3.131,3.05,10.77,211.92,289.71,109.5,3.21,0.1779,2020,2.08,0.143096054
16.41,0.0501,3.089,2.934,9.16,325.57,285.73,184.76,3.24,0.1816,1980,1.94,0.142992436
18.38,0.1664,2.226,1.855,4.35,332.49,80.02,140.03,2.6,0.2968,1210,0.872,0.12826562
20.7,0.3825,2.316,1.43,6.47,130.44,302.99,0.63,3.2,0.2797,1290,0.458,0.142781683
16.8,0.0551,3.188,3.012,22.63,46.5,321.55,88.24,3.36,0.1731,2080,2.04,0.127798543
17.1,0.1671,2.808,2.338,20.64,65.44,269.86,152.57,3.28,0.2095,1720,1.44,0.131301131
17.9,0.1494,2.277,1.937,9.14,248.71,38.77,211.21,2.62,0.2868,1260,0.931,0.15865772
17.7,0.2293,3.098,2.388,17.14,321.24,40.92,149.24,3.81,0.1807,1990,1.41,0.143338492
18.2,0.0607,2.259,2.122,3.72,119.12,136.4,354.94,2.4,0.2903,1240,1.11,0.147357403
16.9,0.1278,3.143,2.741,27.05,307.83,158.15,209.01,3.54,0.1769,2030,1.77,0.143540495
17.95,0.0779,2.43,2.241,7.9,220.59,269.75,234.15,2.62,0.2601,1380,1.27,0.151147584
17.57,0.1517,2.588,2.195,19.04,195.62,192.59,189.33,2.98,0.2367,1520,1.2,0.142468689
14.63,0.2155,2.723,2.136,9.18,340.07,29.39,34,3.31,0.2194,1640,1.14,0.134030696
18.97,0.2344,2.627,2.011,6.15,336.8,0.63,41.23,3.24,0.2315,1560,1,0.132751552
17.02,0.0224,2.777,2.715,6.15,22.53,274.01,59.86,2.84,0.213,1690,1.71,0.140202658
16.73,0.3396,3.087,2.039,22.58,287.72,84.4,268.12,4.14,0.1817,1980,1.18,0.138417155
16.4,0.2673,3.128,2.292,28.68,154.88,144.59,136.35,3.96,0.1782,2020,1.32,0.14640339
16.26,0.0771,3.079,2.842,2.28,167.24,223.05,52.57,3.32,0.1824,1970,1.85,0.146502919
16.01,0.0323,3.011,2.914,1.83,147.6,140.26,90.29,3.11,0.1886,1910,1.9,0.153864776
18,0.202,2.574,2.054,5.76,131.28,249.78,162.55,3.09,0.2387,1510,1.07,0.142975491
16.42,0.1828,2.626,2.146,2.33,120.31,333.26,265.41,3.11,0.2317,1550,1.16,0.129826507
19.5,0.0675,1.961,1.829,21.43,191.38,84.92,189.83,2.09,0.3588,1000,0.908,0.133917797
17.86,0.1284,2.25,1.961,6.99,191.37,354,99.44,2.54,0.292,1230,0.963,0.1389052
17.47,0.1127,2.595,2.303,13.72,82.55,356.52,187.09,2.89,0.2358,1530,1.32,0.140870518
6.8,0.2178,46.13,36.081,22.59,312.22,204.02,341.01,56.17,0.003146,114000,35.1,0.144191652
16.79,0.1031,3.255,2.92,15.06,148.05,310.5,283.74,3.59,0.1678,2150,1.96,0.139766787
15.39,0.0478,2.996,2.853,10.72,193.89,42.86,309.98,3.14,0.19,1890,1.85,0.13723259
18.41,0.1313,2.389,2.075,3.26,350.7,42.46,128.96,2.7,0.267,1350,1.08,0.146266721
17.31,0.3016,2.603,1.818,30.32,247.39,59.47,15.29,3.39,0.2347,1530,0.927,0.14115998
15.29,0.1803,3.097,2.539,18.67,8.3,278.54,106.34,3.66,0.1808,1990,1.61,0.139209166
15.84,0.2018,3.11,2.483,16.35,14.42,87.38,264.14,3.74,0.1797,2000,1.56,0.135180882
18.6,0.1747,2.53,2.088,1.25,272.99,123.1,292.44,2.97,0.2449,1470,1.1,0.143941199
16.81,0.2142,2.423,1.904,8.28,0.2,70.35,147.03,2.94,0.2613,1380,0.937,0.139429102
17,0.2374,2.327,1.775,2.72,48.55,250.64,144.99,2.88,0.2777,1300,0.762,0.14957378
16.62,0.2379,2.369,1.806,1.23,225.56,137.08,351.25,2.93,0.2702,1330,0.804,0.13064514
18.2,0.0906,2.75,2.501,3.07,240.58,184.75,162.41,3,0.2161,1670,1.51,0.132710324
18.8,0.2134,2.38,1.872,10.34,152.03,112.18,240.08,2.89,0.2684,1340,0.886,0.156259681
15.66,0.2646,2.469,1.815,11.35,327.49,350.51,82.31,3.12,0.2541,1420,0.804,0.12213934
18.37,0.1851,2.31,1.882,7.29,79.26,332.55,348.54,2.74,0.2808,1280,0.897,0.147649787
18.9,0.175,2.345,1.935,4.38,105.59,80.89,168.8,2.76,0.2744,1310,0.943,0.14144161
17,0.1004,2.722,2.449,4.76,2.12,107.13,10.98,3,0.2194,1640,1.47,0.12241445
17.6,0.1527,2.694,2.283,3.17,277.61,69.27,307.56,3.11,0.2229,1610,1.28,0.12382579
16.72,0.0875,2.321,2.118,6.2,286.85,335.83,340.77,2.52,0.2787,1290,1.1,0.137888229
13.91,0.0371,5.196,5.003,18.44,358.4,314.91,338.2,5.39,0.08322,4330,4.02,0.136527085
18.11,0.2082,2.672,2.115,3.48,104.16,256.63,31.39,3.23,0.2257,1600,1.12,0.138912779
13.96,0.0517,5.179,4.911,7.49,327.3,130.36,298.51,5.45,0.08362,4300,3.93,0.135213452
19.7,0.1912,2.176,1.76,4.52,147.79,240.78,347.85,2.59,0.3071,1170,0.77,0.135051859
17.3,0.0414,2.625,2.516,20.54,274.02,140.96,77.29,2.73,0.2318,1550,1.55,0.134396782
17.3,0.0366,2.717,2.618,7.43,102.82,282.12,223.75,2.82,0.2201,1640,1.63,0.137786284
18.62,0.3302,2.711,1.816,12.8,220.04,29.69,234.56,3.61,0.2208,1630,1.25,0.136482149
17,0.2101,3.133,2.475,10.29,357.48,0.39,134.92,3.79,0.1777,2030,1.47,0.143156707
15.56,0.0799,2.84,2.613,1.92,119.77,81.11,275.78,3.07,0.2059,1750,1.61,0.139314209
16.12,0.1872,3.048,2.478,4.49,121.37,258.08,346.79,3.62,0.1852,1940,1.49,0.141313929
16.94,0.0467,3.197,3.048,8.42,262.78,201.67,310.04,3.35,0.1724,2090,2.07,0.1634279
17.58,0.1175,2.273,2.006,5.52,265.52,108.36,63.69,2.54,0.2876,1250,1.02,0.149028991
7.99,0.3702,56.09,35.324,21.91,81.97,348.21,344.04,76.85,0.002346,153000,34.3,0.128498883
16.19,0.1334,2.23,1.932,9.17,92.2,258.25,230.89,2.53,0.2961,1220,0.951,0.128064794
18.2,0.2628,2.628,1.937,14.5,26.32,3.21,335.91,3.32,0.2314,1560,0.943,0.119619868
16.74,0.0382,2.916,2.804,10.39,325.76,182.9,294.19,3.03,0.1979,1820,1.82,0.135632373
17.6,0.2704,2.681,1.956,13.76,112.67,294.39,278.11,3.41,0.2246,1600,1.01,0.149895508
18.25,0.1845,2.425,1.977,1.84,226.16,217.09,349.93,2.87,0.2611,1380,0.994,0.146541977
17.9,0.035,2.717,2.622,5.58,324.06,51.37,323.24,2.81,0.22,1640,1.63,0.147004185
17.6,0.2262,2.668,2.064,10.33,152.61,244.59,30.86,3.27,0.2262,1590,1.09,0.155875556
16.7,0.0745,3.039,2.813,3.67,168.67,301.03,332.62,3.27,0.186,1930,1.83,0.122059236
17.36,0.0588,3.118,2.935,9.22,326.15,28.44,18.31,3.3,0.179,2010,1.93,0.144854509
18.95,0.0968,2.196,1.983,4.51,18.95,108.35,287.83,2.41,0.3029,1190,1,0.148007673
16.87,0.1232,2.774,2.433,9.99,68.29,34.88,31.31,3.12,0.2133,1690,1.46,0.137887533
17.02,0.0637,2.619,2.452,3.57,110.73,207.24,282.74,2.79,0.2326,1550,1.44,0.135723352
16.44,0.0444,2.536,2.424,13.28,290.77,145.87,324.05,2.65,0.244,1480,1.45,0.131340373
17.37,0.2053,2.424,1.927,2.67,41.68,249.92,187.59,2.92,0.2611,1380,0.914,0.132804857
